Publication.year	Organism	Context	MeSH.ID	MeSH.term	Phase	Tissue	Function	Source.cell.type.class	Source.cell.type	Target.cell.type.class	Target.cell.type	Clear.direction	Reciprocal.direction	Interaction.details	Method	Method.details	Reference	Information	Full.PDF	PMID	Title
2018	human	bone metastatic microenvironment	A02|A10|C04|C05|G04	Musculoskeletal System|Tissues|Neoplasms|Musculoskeletal Diseases|Cell Physiological Phenomena	NA	NA	NA	cancer cell	tumor cell	bone cell	osteoclast	1	0	NA	experimental	in vivo	19038005	1	1	29440427	Cancer-secreted hsa-miR-940 induces an osteoblastic phenotype in the bone metastatic microenvironment via targeting ARHGAP1 and FAM134A
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	29425822	Microfluidics for secretome analysis under enhanced endogenous signaling
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	29388137	Cushioned-Density Gradient Ultracentrifugation (C-DGUC): A Refined and High Performance Method for the聽Isolation, Characterization, and Use of Exosomes
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	29338773	Chemokine ligand-receptor interactions critically regulate cutaneous wound healing
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	29222052	In vitro co-culture models to evaluate acute cytotoxicity of individual and combined mycotoxin exposures on Caco-2, THP-1 and HepaRG human cell lines
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	29208635	The Sox2 promoter-driven CD63-GFP transgenic rat model allows tracking of neural stem cell-derived extracellular vesicles
2018	human	organoid	A10	Tissues	NA	NA	promote neural differentiation	stem cell	mesenchymal stem cell	progenitor cell	neural progenitor cell	0	NA	soluble factors	experimental	cell culture	29160172	1	1	29160172	Neural Differentiation of Spheroids Derived from Human Induced Pluripotent Stem Cells-Mesenchymal Stem Cells Coculture
2018	human	organoid	A10	Tissues	NA	NA	promote neural differentiation	stromal cell	stromal cell	stem cell	pluripotent stem cell	0	NA	soluble factors	experimental	cell culture	29160172	1	1	29160172	Neural Differentiation of Spheroids Derived from Human Induced Pluripotent Stem Cells-Mesenchymal Stem Cells Coculture
2018	human	organoid	A10	Tissues	NA	NA	promote neural differentiation	stem cell	mesenchymal stem cell	stem cell	pluripotent stem cell	0	NA	soluble factors	experimental	cell culture	29160172	1	1	29160172	Neural Differentiation of Spheroids Derived from Human Induced Pluripotent Stem Cells-Mesenchymal Stem Cells Coculture
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	29095348	Di (2-Ethylhexyl) Phthalate and Its Role in Developing Cholestasis: An In Vitro Study on Different Liver Cell Types
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28956068	Amyloid precursor protein products concentrate in a subset of exosomes specifically endocytosed by neurons
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28888046	Gap junctional intercellular communication in adipose-derived stromal/stem cells is cell density-dependent and positively impacts adipogenic differentiation
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28611013	The Effect of Bone Marrow Mesenchymal Stem Cells on the Granulocytic Differentiation of HL-60 Cells
2018	human	bladder	A05	Urogenital System	NA	NA	NA	interstitial cell	branched interstitial cell	epithelial cell	urothelial cell	0	NA	NA	experimental	3D-confocal fluorescence imaging	28370277	1	1	28370277	3D-electron microscopic characterization of interstitial cells in the human bladder upper lamina propria
2018	human	bladder	A05	Urogenital System	NA	NA	NA	others	stellate cell	epithelial cell	urothelial cell	0	NA	NA	experimental	3D-confocal fluorescence imaging	28370277	1	1	28370277	3D-electron microscopic characterization of interstitial cells in the human bladder upper lamina propria
2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28122807	The Number of Chandelier and Basket Cells Are Differentially Decreased in Prefrontal Cortex in Autism
2017	human	carcinogenesis	C04|C23	Neoplasms|Pathological Conditions, Signs and Symptoms	NA	NA	tumor growth and disease progression	macrophage	macrophage	cancer cell	tumor cell	1	0	vesicles	experimental	cell culture, confocal and nomarski microscopy	32161785	1	1	32161785	Assessment of phagocytic activity in live macrophages-tumor cells co-cultures by Confocal and Nomarski Microscopy
2017	human	glioblastoma 	C04	Neoplasms	NA	NA	control cancer stem cells growth and migration	cancer stem cell	cancer stem cell	stem cell	mesenchymal stem cell	0	NA	NA	experimental	cell culture	29081734	1	1	29081734	Different Effects of Human Umbilical Cord Mesenchymal Stem Cells on Glioblastoma Stem Cells by Direct Cell Interaction or Via Released Soluble Factors
2017	human	heart tissue	A07	Cardiovascular System	NA	heart	maintain heart function	fibroblast	fibroblast	cardiomyocyte	cardiomyocyte	0	NA	NA	experimental	coculture	20705922	1	1	29022008	Inflammatory activation of human cardiac fibroblasts leads to altered calcium signaling, decreased connexin 43 expression and increased glutamate secretion
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28901192	Neuronal Cell Sheets of Cortical Motor Neuron Phenotype Derived from Human iPSCs
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	28895404	Exosomes of human mesenchymal stem/stromal/medicinal signaling cells
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28800366	"Proceedings of the ISEV symposium on ""HIV, NeuroAIDS, drug abuse & EVs"""
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28774868	Role of G protein-coupled receptors-microRNA interactions in gastrointestinal pathophysiology
2017	human	craniofacial development	A02|A10	Musculoskeletal System|Tissues	NA	NA	NA	keratinocyte	keratinocyte	epithelial cell	embryonic epithelial cell	0	NA	NA	experimental	co-culture	28769044	1	1	28769044	Intercellular Genetic Interaction Between Irf6 and Twist1 during Craniofacial Development
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	28699527	Bioinformatics Approaches to Profile the Tumor Microenvironment for Immunotherapeutic Discovery
2017	human	skin substitute	E07	Equipment and Supplies	NA	NA	enhance host tissue integration and epidermis maturation	stem cell	mesenchymal stem cell	endothelial cell	endothelial cell	0	NA	NA	experimental	co-culture	28684336	1	1	28684336	Coculture of mesenchymal stem cells and endothelial cells enhances host tissue integration and epidermis maturation through AKT activation in gelatin methacryloyl hydrogel-based skin model
2017	human	liver cancer	C04|C06	Neoplasms|Digestive System Diseases	NA	liver	NA	fibroblast	human skin fibroblast	cancer cell	hepatoma cell	0	NA	NA	experimental	co-culture	28600910	1	1	28600910	Dried human skin fibroblasts as a new substratum for functional culture of hepatic cells
2017	human	liver cancer	C04|C06	Neoplasms|Digestive System Diseases	NA	liver	enable hepatocytes to maintain their viability and functions	others	non-parenchymal cell	others	parenchymal cell	0	NA	NA	experimental	coculture	15349892; 26863621	1	1	28600910	Dried human skin fibroblasts as a new substratum for functional culture of hepatic cells
2017	human	lung	A04	Respiratory System	NA	NA	NA	stem cell	stem cell	others	putative niche cell	0	NA	NA	experimental	cell culture	28596933	1	1	28596933	Lung Organoids and Their Use To Study Cell-Cell Interaction
2017	human	immune system	A15	Hemic and Immune Systems	NA	NA	restrain immune damage after infection or any other kind of damage to the epithelial barrier	macrophage	alveolar macrophage	epithelial cell	epithelial cell	1	0	NA	experimental	in vitro co-culture systems	33178214	1	1	28596933	Lung Organoids and Their Use To Study Cell-Cell Interaction
2017	human	immune system	A15	Hemic and Immune Systems	NA	NA	restrain immune damage after infection or any other kind of damage to the epithelial barrier	dendritic cell	lung dendritic cell	epithelial cell	epithelial cell	1	0	NA	experimental	NA	18301423	1	1	28596933	Lung Organoids and Their Use To Study Cell-Cell Interaction
2017	human	embryonic lung	A04|A16	Respiratory System|Embryonic Structures	NA	NA	NA	epithelial cell	esenchyme epithelial cell	endothelial cell	vascular endothelial cell	1	0	NA	experimental	cell culture	28191779	1	1	28596933	Lung Organoids and Their Use To Study Cell-Cell Interaction
2017	human	lung organoids	A04|A10	Respiratory System|Tissues	NA	NA	NA	epithelial cell	epithelial cell	mesenchymal cell	mesenchymal cell	0	NA	NA	experimental	clinical trial	30578758	1	1	28596933	Lung Organoids and Their Use To Study Cell-Cell Interaction
2017	human	carcinogenesis	C04|C23	Neoplasms|Pathological Conditions, Signs and Symptoms	NA	NA	evolve tumor progression	cancer cell	tumor cell	fibroblast	non-cancerous stromal fibroblast	0	NA	NA	experimental	culture systems using 3 metastatic human prostate cancer cell lines	17016625	1	1	28578911	Metalloproteinases in extracellular vesicles
2017	human	carcinogenesis	C04|C23	Neoplasms|Pathological Conditions, Signs and Symptoms	NA	NA	vasculization, tumor growth and local invasion	cancer cell	tumor cell	stromal cell	stromal cell	0	NA	NA	experimental	cell culture	25669974	1	1	28578911	Metalloproteinases in extracellular vesicles
2017	human	immune system	A15	Hemic and Immune Systems	NA	NA	NA	natural killer cell	natural killer cell	antigen-presenting cell	artificial antigen-presenting cell	0	NA	NA	experimental	co-culture	28326171	1	1	28326171	Large-scale isolation and cytotoxicity of extracellular vesicles derived from activated human natural killer cells
2017	human	immune system	A15	Hemic and Immune Systems	NA	NA	against infection, chronic inflammation, and other disease processes. 	epithelial cell	epithelial cell	fibroblast	fibroblast	1	0	NA	experimental	co-culture	28317948	1	1	28317948	Local remodeling of synthetic extracellular matrix microenvironments by co-cultured endometrial epithelial and stromal cells enables long-term dynamic physiological function
2017	human	immune system	A15	Hemic and Immune Systems	NA	NA	against infection, chronic inflammation, and other disease processes. 	epithelial cell	epithelial cell	immune cell	immune cell	0	NA	NA	experimental	co-culture	28317948	1	1	28317948	Local remodeling of synthetic extracellular matrix microenvironments by co-cultured endometrial epithelial and stromal cells enables long-term dynamic physiological function
2017	human	immune system	A15	Hemic and Immune Systems	NA	NA	against infection, chronic inflammation, and other disease processes. 	epithelial cell	epithelial cell	stromal cell	stromal cell	0	NA	NA	experimental	co-culture	28317948	1	1	28317948	Local remodeling of synthetic extracellular matrix microenvironments by co-cultured endometrial epithelial and stromal cells enables long-term dynamic physiological function
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28287607	MitoCeption: Transferring Isolated Human MSC Mitochondria to Glioblastoma Stem Cells
2017	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	tumor progression	macrophage	tumor-associated macrophage	cancer cell	small cell lung cancer cell	0	NA	NA	experimental	co-culture	28285690	1	1	28285690	The cell-cell interaction between tumor-associated macrophages and small cell lung cancer cells is involved in tumor progression via STAT3 activation
2017	human	immune system	A15	Hemic and Immune Systems	NA	NA	mutual concurrent expression of the enhancing and the inhibitory signals	immune cell	immune cell	immune cell	immune cell	0	NA	NA	computational	a applied high-resolution mass-spectrometry-based proteomic	28263321	1	1	28263321	Social network architecture of human immune cells unveiled by quantitative proteomics
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	28234843	Laboratory Models for the Study of Normal and Pathologic Wound Healing
2017	human	ischemic injury	C23	Pathological Conditions, Signs and Symptoms	NA	NA	improve cell-cell communication	endothelial cell	human umbilical vein endothelial cell	stem cell	mesenchymal stem cell	1	0	NA	experimental	co-culture	28230931	1	1	28230931	Spatially Assembled Bilayer Cell Sheets of Stem Cells and Endothelial Cells Using Thermosensitive Hydrogels for Therapeutic Angiogenesis
2017	human	ischemic injury	C23	Pathological Conditions, Signs and Symptoms	NA	NA	vital to the regeneration of a stable and mature vasculature	endothelial cell	endothelial cell	pericyte	primary pericyte	1	0	NA	experimental	coculture	25050838	1	1	28230931	Spatially Assembled Bilayer Cell Sheets of Stem Cells and Endothelial Cells Using Thermosensitive Hydrogels for Therapeutic Angiogenesis
2017	human	ischemic injury	C23	Pathological Conditions, Signs and Symptoms	NA	NA	vital to the regeneration of a stable and mature vasculature	endothelial cell	endothelial cell	smooth muscle cell	vascular smooth muscle cell	1	0	NA	experimental	coculture	25050838	1	1	28230931	Spatially Assembled Bilayer Cell Sheets of Stem Cells and Endothelial Cells Using Thermosensitive Hydrogels for Therapeutic Angiogenesis
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28214945	Characterization of Tunneling Nanotubes in Wharton's jelly Mesenchymal Stem Cells. An Intercellular Exchange of Components between Neighboring Cells
2017	human	placenta	A16	Embryonic Structures	NA	NA	NA	decidual cell	decidual cell	dendritic cell	dendritic cell	0	NA	NA	computational	26198319	28174237	1	1	28174237	Single-cell transcriptomics of the human placenta: inferring the cell communication network of the maternal-fetal interface
2017	human	placenta	A16	Embryonic Structures	NA	NA	NA	trophoblast cell	trophoblast cell	stromal cell	endometrial stromal cell	0	NA	NA	computational	29440427	28174237	1	1	28174237	Single-cell transcriptomics of the human placenta: inferring the cell communication network of the maternal-fetal interface
2017	human	placenta	A16	Embryonic Structures	NA	NA	mutual concurrent expression of the enhancing and the inhibitory signals	dendritic cell	dendritic cell	others	placental cell	0	NA	NA	computational	single cell rna	28174237	1	1	28174237	Single-cell transcriptomics of the human placenta: inferring the cell communication network of the maternal-fetal interface
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28077322	A protein kinase A-ezrin complex regulates connexin 43 gap junction communication in liver epithelial cells
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	28039134	A Family of Secretory Proteins Is Associated with Different Morphotypes in Cryptococcus neoformans
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	27799031	Calcium-calpain Dependent Pathways Regulate Vesiculation in Malignant Breast Cells
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	27744003	Neural organoids for disease phenotyping, drug screening and developmental biology studies
2017	human	liver	A03	Digestive System	NA	liver	NA	others	cholangiocyte	hepatocyte	primary human hepatocyte	0	NA	NA	experimental	3D hepatobiliary organoid cultures	33638203	1	1	27592803	Engineered Liver Platforms for Different Phases of Drug Development
2017	human	liver	A03	Digestive System	NA	liver	NA	others	non-parenchymal cell	hepatocyte	primary human hepatocyte	0	NA	NA	experimental	coculture	27592803	1	1	27592803	Engineered Liver Platforms for Different Phases of Drug Development
2017	human	liver	A03	Digestive System	NA	liver	NA	endothelial cell	endothelial cell	hepatocyte	primary human hepatocyte	0	NA	NA	experimental	coculture in microfluidic devices	11729749	1	1	27592803	Engineered Liver Platforms for Different Phases of Drug Development
2017	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	control bone formation	immune cell	immune cell	endothelial cell	endothelial cell	1	0	exosomes	not sure	NA	27550738	1	1	27550738	Cell-to-cell communication in guided bone regeneration: molecular and cellular mechanisms
2017	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	control bone formation	immune cell	immune cell	bone cell	osteocyte	1	0	NA	not sure	NA	27550738	1	1	27550738	Cell-to-cell communication in guided bone regeneration: molecular and cellular mechanisms
2017	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	control bone formation	immune cell	immune cell	bone cell	osteoclast	1	0	NA	not sure	NA	27550738	1	1	27550738	Cell-to-cell communication in guided bone regeneration: molecular and cellular mechanisms
2017	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	control bone formation	endothelial cell	endothelial cell	bone cell	osteocyte	1	1	NA	experimental	in vitro	24646994	1	1	27550738	Cell-to-cell communication in guided bone regeneration: molecular and cellular mechanisms
2017	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	control bone formation	endothelial cell	endothelial cell	bone cell	osteoclast	1	1	NA	experimental	in vitro	24646994	1	1	27550738	Cell-to-cell communication in guided bone regeneration: molecular and cellular mechanisms
2017	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	control bone formation	bone cell	osteoclast	bone cell	osteocyte	1	1	NA	experimental	in vitro	24646994	1	1	27550738	Cell-to-cell communication in guided bone regeneration: molecular and cellular mechanisms
2017	human	tissue regeneration	A10|G16	Tissues|Biological Phenomena	NA	NA	important for downstream repair and the suppression of fibrosis	macrophage	macrophage	stem cell	stem cell	1	0	NA	experimental	cell culture	29329642	1	1	27521522	Chasing the recipe for a pro-regenerative immune system
2017	human	tissue regeneration	A10|G16	Tissues|Biological Phenomena	NA	NA	important for downstream repair and the suppression of fibrosis	macrophage	macrophage	mesenchymal cell	mesenchymal cell	1	0	NA	experimental	cell culture	29329642	1	1	27521522	Chasing the recipe for a pro-regenerative immune system
2017	human	tissue regeneration	A10|G16	Tissues|Biological Phenomena	NA	NA	important for downstream repair and the suppression of fibrosis	T cell	T cell	stem cell	stem cell	1	0	NA	experimental	coculture	27521522	1	1	27521522	Chasing the recipe for a pro-regenerative immune system
2017	human	tissue regeneration	A10|G16	Tissues|Biological Phenomena	NA	NA	important for downstream repair and the suppression of fibrosis	T cell	T cell	mesenchymal cell	mesenchymal cell	1	0	NA	experimental	coculture	27521522	1	1	27521522	Chasing the recipe for a pro-regenerative immune system
2017	human	heart	A07	Cardiovascular System	NA	NA	exchange biological messages	endothelial cell	endothelial cell	cardiomyocyte	cardiomyocyte	1	0	exosomes	experimental	coculture	24825548	1	1	27443883	Roles of exosomes in cardioprotection
2017	human	heart	A07	Cardiovascular System	NA	NA	exchange biological messages	endothelial cell	endothelial cell	smooth muscle cell	smooth muscle cell	1	0	exosomes	experimental	cell culture and transfection 	25995315	1	1	27443883	Roles of exosomes in cardioprotection
2017	human	heart	A07	Cardiovascular System	NA	NA	exchange biological messages	endothelial cell	endothelial cell	fibroblast	fibroblast	1	0	exosomes	experimental	cell culture and isolation	25344555	1	1	27443883	Roles of exosomes in cardioprotection
2017	human	heart	A07	Cardiovascular System	NA	NA	promot myocyte hypertrophy	fibroblast	cardiac fibroblast	cardiomyocyte	cardiomyocyte	1	0	exosomes	experimental	cell culture	24936449	1	1	27443883	Roles of exosomes in cardioprotection
2017	human	heart	A07	Cardiovascular System	NA	NA	alter the secretory profile	others	cardiosphere-derived cell	fibroblast	fibroblast	1	0	exosomes	experimental	cell culture and isolation	26248985	1	1	27443883	Roles of exosomes in cardioprotection
2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	27383658	MicroRNAs in extracellular vesicles: potential cancer biomarkers
2017	human	carcinogenesis	C04|C23	Neoplasms|Pathological Conditions, Signs and Symptoms	NA	NA	cancer progression	fibroblast	fibroblast	epithelial cell	epithelial cell	1	0	NA	experimental	coculture	22568983	1	1	27111714	Prostate cancer cells specifically reorganize epithelial cell-fibroblast communication through proteoglycan and junction pathways
2017	human	carcinogenesis	C04|C23	Neoplasms|Pathological Conditions, Signs and Symptoms	NA	NA	cancer progression	cancer cell	cancer cell	fibroblast	fibroblast	0	NA	NA	experimental	coculture	22568983	1	1	27111714	Prostate cancer cells specifically reorganize epithelial cell-fibroblast communication through proteoglycan and junction pathways
2016	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	bone regeneration	endothelial cell	endothelial cell	stromal cell	mesenchymal stromal cell	1	0	NA	experimental	cell culture	30603452	1	1	30603452	Coculture effects on the osteogenic differentiation of human mesenchymal stromal cells
2016	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	bone regeneration	macrophage	macrophage	stromal cell	mesenchymal stromal cell	1	0	NA	experimental	cell culture	30603452	1	1	30603452	Coculture effects on the osteogenic differentiation of human mesenchymal stromal cells
2016	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	bone regeneration	stromal cell	mesenchymal stromal cell	cardiomyocyte	cardiomyocyte	1	0	NA	not sure	NA	30603452	1	1	30603452	Coculture effects on the osteogenic differentiation of human mesenchymal stromal cells
2016	human	leukemia	C04	Neoplasms	NA	NA	regulating target gene	others	chronic myeloid leukemia K562 cell	others	leukemia cell	0	NA	NA	experimental	28105201	28105201	1	1	28105201	Comparison of microRNA expression profiles in K562-cells-derived microvesicles and parental cells, and analysis of their roles in leukemia
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	27807451	Lifespan Extension and Sustained Expression of Stem Cell Phenotype of Human Breast Epithelial Stem Cells in a Medium with Antioxidants
2016	human	carcinogenesis	C04|C23	Neoplasms|Pathological Conditions, Signs and Symptoms	NA	NA	impact the consequent cytokine environment	T cell	CD4+ T cell	monocyte	monocyte	1	0	exosomes	experimental	coculture	27721433	1	1	27721433	Synergistic Communication between CD4+ T Cells and Monocytes Impacts the Cytokine Environment
2016	human	acute inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	NA	NA	pericyte	pericyte	leukocyte	leukocyte	1	0	extracellular vesicles	experimental	cell culture	27534549	1	1	27534549	IL-17 Promotes Neutrophil-Mediated Immunity by Activating Microvascular Pericytes and Not Endothelium
2016	human	acute inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	NA	NA	macrophage	macrophage	granulocyte	neutrophil	1	0	cytokines and growth factors	experimental	cell culture	27534549	1	1	27534549	IL-17 Promotes Neutrophil-Mediated Immunity by Activating Microvascular Pericytes and Not Endothelium
2016	human	acute inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	NA	neutrophil infiltration of tissues	endothelial cell	endothelial cell	pericyte	pericyte	0	NA	NA	experimental	cell culture	27534549	1	1	27534549	IL-17 Promotes Neutrophil-Mediated Immunity by Activating Microvascular Pericytes and Not Endothelium
2016	human	acute inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	NA	NA	pericyte	pericyte	granulocyte	neutrophil	0	NA	NA	experimental	cell culture	27534549	1	1	27534549	IL-17 Promotes Neutrophil-Mediated Immunity by Activating Microvascular Pericytes and Not Endothelium
2016	human	acute inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	NA	NA	endothelial cell	endothelial cell	leukocyte	leukocyte	0	NA	NA	experimental	in vivo and in an elegant in vitro system	3517023	1	1	27534549	IL-17 Promotes Neutrophil-Mediated Immunity by Activating Microvascular Pericytes and Not Endothelium
2016	human	lung	A04	Respiratory System	NA	NA	epithelial-mesenchymal transition	cancer cell	cancer cell	epithelial cell	epithelial cell	1	0	NA	experimental	cell culture	27492069	1	1	27492069	Exosome cargo reflects TGF-尾1-mediated epithelial-to-mesenchymal transition (EMT) status in A549 human lung adenocarcinoma cells
2016	human	renal cell carcinoma	C04|C12|C13	Neoplasms|Male Urogenital Diseases|Female Urogenital Diseases and Pregnancy Complications	NA	NA	NA	cancer cell	cancer cell	endothelial cell	endothelial cell	1	0	NA	experimental	Cell culture and miRNA transfection	26201448	1	1	27486976	Neuropilin-1 is a receptor for extracellular miRNA and AGO2/miRNA complexes and mediates the internalization of miRNAs that modulate cell function
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	27468270	Modeling Interactions among Individual P2 Receptors to Explain Complex Response Patterns over a Wide Range of ATP Concentrations
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	27324652	Mapping the testicular interstitial fluid proteome from normal rats
2016	human	blood vessel	A07	Cardiovascular System	wound healing and tissue repair	NA	promote angiogenesis 	stem cell	mesenchymal stem cell	endothelial cell	endothelial cell	1	0	NA	experimental	cell culture	27252357	1	1	27252357	Exosomes secreted by mesenchymal stem cells promote endothelial cell angiogenesis by transferring miR-125a
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	27216497	Enrichment of extracellular vesicles from tissues of the central nervous system by PROSPR
2016	human	blood circulation	G09	Circulatory and Respiratory Physiological Phenomena	NA	NA	NA	endothelial cell	endothelial cell	endothelial cell	endothelial cell	1	1	NA	experimental	cell culture	26027894	1	1	27215587	Sources and Functions of Extracellular Small RNAs in Human Circulation
2016	human	blood vessel	A07	Cardiovascular System	NA	NA	NA	stromal cell	adipose-derived stromal cell	endothelial cell	endothelial colony forming cell	0	NA	NA	experimental	in vitro	27136321	1	1	27136321	In Vitro Multitissue Interface Model Supports Rapid Vasculogenesis and Mechanistic Study of Vascularization across Tissue Compartments
2016	human	blood vessel	A07	Cardiovascular System	NA	NA	NA	endothelial cell	endothelial cell	pericyte	pericyte	1	0	cytokines and growth factors	experimental	coculture	17030988	1	1	27136321	In Vitro Multitissue Interface Model Supports Rapid Vasculogenesis and Mechanistic Study of Vascularization across Tissue Compartments
2016	human	blood vessel	A07	Cardiovascular System	NA	NA	NA	endothelial cell	endothelial cell	others	accessory cell	1	0	cytokines and growth factors	experimental	coculture	22382584	1	1	27136321	In Vitro Multitissue Interface Model Supports Rapid Vasculogenesis and Mechanistic Study of Vascularization across Tissue Compartments
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	27129211	Inhibition of the Expression of the Small Heat Shock Protein 伪B-Crystallin Inhibits Exosome Secretion in Human Retinal Pigment Epithelial Cells in Culture
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	27101311	Effects of carbon nanotubes on intercellular communication and involvement of IL-1 genes
2016	human	HIV infection	C01|C20	Infections|Immune System Diseases	during HIV-1 infection	NA	NA	astrocyte	astrocyte	glial cell	microglial cell	0	NA	NA	experimental	27056720	27056720	1	1	27056720	Defining the roles for Vpr in HIV-1-associated neuropathogenesis
2016	human	HIV infection	C01|C20	Infections|Immune System Diseases	during HIV-1 infection	NA	NA	neuron	neuron	glial cell	glial cell	1	0	NA	experimental	microfluidic culture platform	23093112	1	1	27056720	Defining the roles for Vpr in HIV-1-associated neuropathogenesis
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	26981123	Exosomes in Human Immunodeficiency Virus Type I Pathogenesis: Threat or Opportunity?
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	26967678	Construction of Defined Human Engineered Cardiac Tissues to Study Mechanisms of Cardiac Cell Therapy
2016	human	carcinogenesis	C04|C23	Neoplasms|Pathological Conditions, Signs and Symptoms	NA	NA	enhance primary tumor development and facilitate metastasis	others	eukaryotic cell	cancer cell	cancer cell	1	1	extracellular vesicles	experimental	cell culture	26452221; 25972604; 22635005	1	1	26964503	Pathways for Modulating Exosome Lipids Identified By High-Density Lipoprotein-Like Nanoparticle Binding to Scavenger Receptor Type B-1
2016	human	carcinogenesis	C04|C23	Neoplasms|Pathological Conditions, Signs and Symptoms	NA	NA	enhance primary tumor development and facilitate metastasis	others	eukaryotic cell	endothelial cell	endothelial cell	1	1	extracellular vesicles	experimental	cell culture	26452221; 25972604; 22635005	1	1	26964503	Pathways for Modulating Exosome Lipids Identified By High-Density Lipoprotein-Like Nanoparticle Binding to Scavenger Receptor Type B-1
